"Kod"	"Överordnad kod"	"Titel"	"Beskrivning"	"Innefattar"	"Utesluter"	"Relaterad ICF-kod"
"VEA.AV.ZZ"	"VEA"	"Uppföljande samtal om beteenden och vanor avseende mat, kost och diet"	"Samtal som görs för att följa upp – sådana beteenden och vanor avseende mat, kost och diet som medför risk för hälsan – i relation till mål och måluppfyllelse"	""	""	""
"VEA.PN.ZZ"	"VEA"	"Råd eller information om beteenden och vanor avseende mat, kost och diet"	"Aktivitet att ge råd eller information som uppmuntrar en förändring av sådana beteenden och vanor avseende mat, kost och diet som medför risk för hälsan"	""	""	""
"VEA.PU.ZZ"	"VEA"	"Stödjande samtal om beteenden och vanor avseende mat, kost och diet"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra svårigheter som uppstår genom det dagliga livets krav och individens beteenden och vanor avseende mat, kost och diet som medför risk för hälsan"	""	""	""
"VEA.RC.ZZ"	"VEA"	"Emotionellt stöd som rör beteenden och vanor avseende mat, kost och diet"	"Aktivitet att känslomässigt stödja eller motivera individen i att förändra sådana beteenden och vanor avseende mat, kost och diet som medför risk för hälsan"	""	""	""
"VEA.SZ.ZZ"	"VEA"	"Stöd som rör beteenden och vanor avseende mat, kost och diet"	"Ospecificerad individstödjande aktivitet i att förändra sådana beteenden och vanor avseende mat, kost och diet som medför risk för hälsan"	""	""	""
"VEB"	"VA-VE"	"Beteenden och vanor avseende fysisk aktivitet"	"Sådana beteenden och vanor avseende fysisk aktivitet som medför risk för hälsan"	""	""	""
"VEB.AM.ZZ"	"VEB"	"Observation av beteenden och vanor avseende fysisk aktivitet"	"Iakttagelser för att utreda eller följa upp sådana beteenden och vanor avseende fysisk aktivitet som medför risk för hälsan"	""	""	""
"VEB.AS.ZZ"	"VEB"	"Utredande samtal om beteenden och vanor avseende fysisk aktivitet"	"Samtal som görs för att utreda sådana beteenden och vanor avseende fysisk aktivitet som medför risk för hälsan"	""	""	""
"VEB.AT.ZZ"	"VEB"	"Inhämtning av uppgifter, från professionell, om beteenden och vanor avseende fysisk aktivitet"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om sådana beteenden och vanor avseende fysisk aktivitet som medför risk för hälsan"	""	""	""
"VEB.AU.ZZ"	"VEB"	"Inhämtning av uppgifter, från annan, om beteenden och vanor avseende fysisk aktivitet"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om sådana beteenden och vanor avseende fysisk aktivitet som medför risk för hälsan"	""	""	""
"VEB.AV.ZZ"	"VEB"	"Uppföljande samtal om beteenden och vanor avseende fysisk aktivitet"	"Samtal som görs för att följa upp – sådana beteende och vanor avseende fysisk aktivitet, som medför risk för hälsan – i relation till mål och måluppfyllelse"	""	""	""
"VEB.PH.ZZ"	"VEB"	"Färdighetsträning som rör beteenden och vanor avseende fysisk aktivitet"	"Aktivitet att lära, förbättra eller utveckla färdigheter – i att ändra sådana beteenden och vanor avseende fysisk aktivitet, som medför risk för hälsan – genom praktiska övningar i relevant miljö"	""	""	""
"VEB.PM.ZZ"	"VEB"	"Utbildning om beteenden och vanor avseende fysisk aktivitet"	"Aktivitet att ge strukturerad information på ett sätt som bidrar till att ökad kunskap om sådana beteenden och vanor avseende fysisk aktivitet, som medför risk för hälsan"	""	""	""
"VEB.PN.ZZ"	"VEB"	"Råd eller information om beteenden och vanor avseende fysisk aktivitet"	"Aktivitet att ge råd eller information som uppmuntrar en förändring av sådana beteenden och vanor avseende fysisk aktivitet som medför risk för hälsan"	""	""	""
"VEB.PU.ZZ"	"VEB"	"Stödjande samtal om beteenden och vanor avseende fysisk aktivitet"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra svårigheter som uppstår genom det dagliga livets krav och individens beteenden och vanor avseende fysisk aktivitet som medför risk för hälsa"	""	""	""
"VEB.RB.ZZ"	"VEB"	"Praktiskt stöd som rör beteenden och vanor avseende fysisk aktivitet"	"Aktivitet att praktiskt stödja eller guida individen i att ändra sådana beteenden och vanor avseende fysisk aktivitet som medför risk för hälsa"	""	""	""
"VEB.RC.ZZ"	"VEB"	"Emotionellt stöd som rör beteenden och vanor avseende fysisk aktivitet"	"Aktivitet att känslomässigt stödja eller motivera individen i ändra sådana beteenden och vanor avseende fysisk aktivitet som medför risk för hälsa"	""	""	""
"VEB.SZ.ZZ"	"VEB"	"Stöd som rör beteenden och vanor avseende fysisk aktivitet"	"Ospecificerad individstödjande aktivitet i att ändra sådana beteenden och vanor avseende fysisk aktivitet som medför risk för hälsa"	""	""	""
"VEC"	"VA-VE"	"Beteenden och vanor avseende sömn"	"Sådana beteenden och vanor avseende sömn som medför risk för hälsan"	""	""	""
"VEC.AA.ZZ"	"VEC"	"Bedömning av beteenden och vanor avseende sömn"	"Bedömning av sådana beteenden och vanor avseende munhälsa som medför risk för hälsan, samt bedömning av behov av insatser, grundat på insamlad information"	""	""	""
"VEC.AM.ZZ"	"VEC"	"Observation av beteenden och vanor avseende sömn"	"Iakttagelser för att utreda eller följa upp sådana beteenden och vanor avseende sömn som medför risk för hälsan"	""	""	""
"VEC.AS.ZZ"	"VEC"	"Utredande samtal om beteenden och vanor avseende sömn"	"Samtal som görs för att utreda sådana beteenden och vanor avseende sömn som medför risk för hälsan"	""	""	""
"VEC.AT.ZZ"	"VEC"	"Inhämtning av uppgifter, från professionell, om beteenden och vanor avseende sömn"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om sådana beteenden och vanor avseende sömn som medför risk för hälsan"	""	""	""
"VEC.AU.ZZ"	"VEC"	"Inhämtning av uppgifter, från annan, om beteenden och vanor avseende sömn"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om sådana beteenden och vanor avseende sömn som medför risk för hälsan"	""	""	""
"VEC.AV.ZZ"	"VEC"	"Uppföljande samtal om beteenden och vanor avseende sömn"	"Samtal som görs för att följa upp – sådana beteenden och vanor avseende sömn som medför risk för hälsan i relation till mål och måluppfyllelse"	""	""	""
"VED"	"VA-VE"	"Beteenden och vanor avseende hygien"	"Sådana beteenden och vanor avseende hygien som medför risk för hälsan"	""	""	""
"VED.AA.ZZ"	"VED"	"Bedömning av beteenden och vanor avseende hygien"	"Bedömning av sådana beteenden och vanor avseende hygien som medför risk för hälsan, samt bedömning av behov av insatser, grundat på insamlad information"	""	""	""
"VED.AM.ZZ"	"VED"	"Observation av beteenden och vanor avseende hygien"	"Iakttagelser för att utreda eller följa upp sådana beteenden och vanor avseende hygien som medför risk för hälsan"	""	""	""
"VED.AS.ZZ"	"VED"	"Utredande samtal om beteenden och vanor avseende hygien"	"Samtal som görs för att utreda sådana beteenden och vanor avseende hygien som medför risk för hälsan"	""	""	""
"VED.AT.ZZ"	"VED"	"Inhämtning av uppgifter, från professionell, om beteenden och vanor avseende hygien"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om sådana beteenden och vanor avseende hygien som medför risk för hälsan"	""	""	""
"VED.AU.ZZ"	"VED"	"Inhämtning av uppgifter, från annan, om beteenden och vanor avseende hygien"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om sådana beteenden och vanor avseende hygien som medför risk för hälsan"	""	""	""
"VED.AV.ZZ"	"VED"	"Uppföljande samtal om beteenden och vanor avseende hygien"	"Samtal som görs för att följa upp – sådana beteenden och vanor avseende hygien som medför risk för hälsan – i relation till mål och måluppfyllelse"	""	""	""
"VED.PN.ZZ"	"VED"	"Råd eller information om beteenden och vanor avseende hygien"	"Aktivitet att ge råd eller information som uppmuntrar en förändring av sådana beteenden och vanor avseende hygien som medför risk för hälsan"	""	""	""
"VED.PU.ZZ"	"VED"	"Stödjande samtal om beteenden och vanor avseende hygien"	"Samtal för att hitta strategier för att lösa eller lindra svårigheter som uppstår genom det dagliga livets krav och individens beteenden och vanor avseende hygien som medför risk för hälsan"	""	""	""
"VED.RC.ZZ"	"VED"	"Emotionellt stöd som rör beteenden och vanor avseende hygien"	"Aktivitet att känslomässigt stödja eller motivera individen i att förändra sådana beteenden och vanor avseende hygien som medför risk för hälsan"	""	""	""
"VED.SZ.ZZ"	"VED"	"Stöd som rör beteenden och vanor avseende hygien"	"Ospecificerad individstödjande aktivitet i att förändra sådana beteenden och vanor avseende hygien som medför risk för hälsan"	""	""	""
"VEE"	"VA-VE"	"Beteenden och vanor avseende munhälsa"	"Sådana beteenden och vanor avseende munhälsa som medför risk för hälsan"	""	""	""
"VEE.AM.ZZ"	"VEE"	"Observation av beteenden och vanor avseende munhälsa"	"Iakttagelser för att utreda eller följa upp sådana beteenden och vanor avseende munhälsa som medför risk för hälsan"	""	""	""
"VEE.AS.ZZ"	"VEE"	"Utredande samtal om beteenden och vanor avseende munhälsa"	"Samtal som görs för att utreda sådana beteenden och vanor avseende munhälsa som medför risk för hälsan"	""	""	""
"VEE.AT.ZZ"	"VEE"	"Inhämtning av uppgifter, från professionell, om beteenden och vanor avseende munhälsa"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om sådana beteenden och vanor avseende munhälsa som medför risk för hälsan"	""	""	""
"VEE.AU.ZZ"	"VEE"	"Inhämtning av uppgifter, från annan, om beteenden och vanor avseende munhälsa"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om sådana beteenden och vanor avseende munhälsa som medför risk för hälsan"	""	""	""
"VEE.AV.ZZ"	"VEE"	"Uppföljande samtal om beteenden och vanor avseende munhälsa"	"Samtal som görs för att följa upp – sådana beteenden och vanor avseende munhälsa som medför risk för hälsan – relation till mål och måluppfyllelse"	""	""	""
"VEI"	"VA-VE"	"Beteenden och vanor avseende läkemedelsanvändning"	"Sådana beteenden och vanor avseende läkemedelsanvändning som medför risk för hälsan"	""	""	""
"VEI.AC.ZZ"	"VEI"	"Manualbaserat test eller samtal om beteenden och vanor avseende läkemedelsanvändning"	"Manualbaserat test eller samtal för att utreda eller följa upp sådana beteenden och vanor avseende läkemedelsanvändning som medför risk för hälsan"	""	""	""
"VEI.AM.ZZ"	"VEI"	"Observation av beteenden och vanor avseende läkemedelsanvändning"	"Iakttagelser för att utreda eller följa upp sådana beteenden och vanor avseende läkemedelsanvändning som medför risk för hälsan"	""	""	""
"VEI.AS.ZZ"	"VEI"	"Utredande samtal om beteenden och vanor avseende läkemedelsanvändning"	"Samtal som görs för att utreda sådana beteenden och vanor avseende läkemedelsanvändning som medför risk för hälsan"	""	""	""
"VEI.AT.ZZ"	"VEI"	"Inhämtning av uppgifter, från professionell, om beteenden och vanor avseende läkemedelsanvändning"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om sådana beteenden och vanor avseende läkemedelsanvändning som medför risk för hälsan"	""	""	""
"VEI.AU.ZZ"	"VEI"	"Inhämtning av uppgifter, från annan, om beteenden och vanor avseende läkemedelsanvändning"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om sådana beteenden och vanor avseende läkemedelsanvändning som medför risk för hälsan"	""	""	""
"VEN"	"VA-VE"	"Normbrytande beteenden"	"Sådana beteenden som bryter mot rådande normer och regler i den miljö individen befinner sig"	""	""	""
"VEN.AA.ZZ"	"VEN"	"Bedömning av normbrytande beteenden"	"Bedömning av sådana beteenden som bryter mot rådande normer och regler i den miljö individen befinner sig, samt bedömning av behov av insatser, grundat på insamlad information"	""	""	""
"VEN.AC.ZZ"	"VEN"	"Manualbaserat test eller samtal om normbrytande beteenden"	"Manualbaserat test eller samtal för att utreda eller följa upp sådana beteenden som bryter mot rådande normer och regler i den miljö individen befinner sig"	""	""	""
"VEN.AM.ZZ"	"VEN"	"Observation av normbrytande beteenden"	"Iakttagelser för att utreda eller följa upp sådana beteenden som bryter mot rådande normer och regler i den miljö individen befinner sig exempelvis oskyddat sex, våld och andra aktiviteter som innebär en hög risk för fysisk och psykisk hälsa"	""	""	""
"VEN.AS.ZZ"	"VEN"	"Utredande samtal om normbrytande beteenden"	"Samtal som görs för att utreda sådana beteenden som bryter mot rådande normer och regler i den miljö individen befinner sig"	""	""	""
"VEN.AT.ZZ"	"VEN"	"Inhämtning av uppgifter, från professionell, om normbrytande beteenden"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om sådana beteenden som bryter mot rådande normer och regler i den miljö individen befinner sig"	""	""	""
"VEN.AU.ZZ"	"VEN"	"Inhämtning av uppgifter, från annan, om normbrytande beteenden"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om sådana beteenden som bryter mot rådande normer och regler i den miljö individen befinner sig"	""	""	""
"VEN.AV.ZZ"	"VEN"	"Uppföljande samtal om normbrytande beteenden"	"Samtal som görs för att följa upp – sådana beteenden som bryter mot rådande normer och regler i den miljö individen befinner sig – i relation till mål och måluppfyllelse"	""	""	""
"VEN.PN.ZZ"	"VEN"	"Råd eller information om normbrytande beteenden"	"Aktivitet att ge råd eller information som uppmuntrar en förändring avseende sådana beteenden som bryter mot rådande normer och regler i den miljö som individen befinner sig"	""	""	""
"VEN.PU.ZZ"	"VEN"	"Stödjande samtal om normbrytande beteenden"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra svårigheter som uppstår genom det dagliga livets krav och individens beteende som bryter mot rådande normer och regler i den miljö som individen befinner sig i"	""	""	""
"VEN.PV.ZZ"	"VEN"	"Behandlande samtal om normbrytande beteenden"	"Teori- och metodbaserad terapeutisk kommunikation (som inbegriper samtal, förståelse av information och annat kunskapsutbyte) i syfte att förändra eller öka förståelsen för individens egen situation för att åstadkomma en förändring av sådana beteenden som bryter mot rådande normer och regler i den miljö som individen befinner sig i"	""	""	""
"VEN.RC.ZZ"	"VEN"	"Emotionellt stöd som rör normbrytande beteenden"	"Aktivitet att känslomässigt stödja eller motivera individen i att förändra sådana beteenden som bryter mot rådande normer och regler i den miljö som individen befinner sig i"	""	""	""
"VEN.SZ.ZZ"	"VEN"	"Stöd som rör normbrytande beteenden"	"Ospecificerad individstödjande aktivitet i att förändra sådana beteenden som bryter mot rådande normer och regler i den miljö som individen befinner sig i"	""	""	""
"VEO"	"VA-VE"	"Risktagande beteenden"	"Sådana beteenden där individen tar risker, exempelvis oskyddat sex, våld och andra aktiviteter som innebär en hög risk för fysisk och psykisk hälsa"	""	""	""
"VEO.AA.ZZ"	"VEO"	"Bedömning av risktagande beteenden"	"Bedömning av sådana beteenden där individen tar risker exempelvis oskyddat sex, våld och andra aktiviteter som innebär en hög risk för fysisk och psykisk hälsa – samt bedömning av behov av insatser, grundat på insamlad information"	""	""	""
"VEO.AM.ZZ"	"VEO"	"Observation av risktagande beteenden"	"Iakttagelser för att utreda eller följa upp sådana beteenden där individen tar risker exempelvis oskyddat sex, våld och andra aktiviteter som innebär en hög risk för fysisk och psykisk hälsa"	""	""	""
"VEO.AS.ZZ"	"VEO"	"Utredande samtal om risktagande beteenden"	"Samtal som görs för att utreda sådana beteenden där individen tar risker exempelvis oskyddat sex, våld och andra aktiviteter som innebär en hög risk för fysisk och psykisk hälsa"	""	""	""
"VEO.AT.ZZ"	"VEO"	"Inhämtning av uppgifter, från professionell, om risktagande beteenden"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om sådana beteenden där individen tar risker exempelvis oskyddat sex, våld och andra aktiviteter som innebär en hög risk för fysisk och psykisk hälsa"	""	""	""
"VEO.AU.ZZ"	"VEO"	"Inhämtning av uppgifter, från annan, om risktagande beteenden"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om sådana beteenden där individen tar risker exempelvis oskyddat sex, våld och andra aktiviteter som innebär en hög risk för fysisk och psykisk hälsa"	""	""	""
"VEO.AV.ZZ"	"VEO"	"Uppföljande samtal om risktagande beteenden"	"Samtal som görs för att följa upp – sådana beteenden där individen tar risker exempelvis oskyddat sex, våld och andra aktiviteter som innebär en hög risk för fysisk och psykisk hälsa – i relation till mål och måluppfyllelse"	""	""	""
"VEO.PN.ZZ"	"VEO"	"Råd eller information om risktagande beteenden"	"Aktivitet att ge råd eller information som uppmuntrar en förändring avseende sådana beteenden där individen tar risker exempelvis oskyddat sex, våld och andra aktiviteter som innebär en hög risk för fysisk och psykisk hälsa"	""	""	""
"VEO.PU.ZZ"	"VEO"	"Stödjande samtal om risktagande beteenden"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra svårigheter som uppstår genom det dagliga livets krav och individens beteende, där individen tar risker exempelvis oskyddat sex, våld och andra aktiviteter som innebär en hög risk för fysisk och psykisk hälsa"	""	""	""
"VEO.PV.ZZ"	"VEO"	"Behandlande samtal om risktagande beteenden"	"Teori- och metodbaserad terapeutisk kommunikation (som inbegriper samtal, förståelse av information och annat kunskapsutbyte) i syfte att förändra eller öka förståelsen för individens egen situation för att åstadkomma en förändring av sådana beteenden där individen tar risker exempelvis oskyddat sex, våld och andra aktiviteter som innebär en hög risk för fysisk och psykisk hälsa"	""	""	""
"VEO.RC.ZZ"	"VEO"	"Emotionellt stöd som rör risktagande beteenden"	"Aktivitet att känslomässigt stödja eller motivera individen i att förändra sådana beteenden där individen tar risker exempelvis oskyddat sex, våld och andra aktiviteter som innebär en hög risk för fysisk och psykisk hälsa"	""	""	""
"VEO.SZ.ZZ"	"VEO"	"Stöd som rör risktagande beteenden"	"Ospecificerad individstödjande aktivitet i att förändra sådana beteenden där individen tar risker exempelvis oskyddat sex, våld och andra aktiviteter som innebär en hög risk för fysisk och psykisk hälsa"	""	""	""
"VEP"	"VA-VE"	"Beteenden och vanor avseende skolfrånvaro"	"Sådana beteenden och vanor avseende frånvaro från skolan utan giltig anledning, som kan medföra problem för elevens skolgång"	""	""	""
"VEP.AA.ZZ"	"VEP"	"Bedömning av beteenden och vanor avseende skolfrånvaro"	"Bedömning av sådana beteenden och vanor avseende frånvaro från skolan utan giltig anledning, som kan medföra problem för elevens skolgång, samt bedömning av behov av insatser, grundat på insamlad information"	""	""	""
"VEP.AM.ZZ"	"VEP"	"Observation av beteenden och vanor avseende skolfrånvaro"	"Iakttagelser för att utreda eller följa upp sådana beteenden och vanor avseende frånvaro från skolan utan giltig anledning, som kan medföra problem för elevens skolgång"	""	""	""
"VEP.AS.ZZ"	"VEP"	"Utredande samtal om beteenden och vanor avseende skolfrånvaro"	"Samtal som görs för att utreda sådana beteenden och vanor avseende frånvaro från skolan utan giltig anledning, som kan medföra problem för elevens skolgång"	""	""	""
"VEP.AT.ZZ"	"VEP"	"Inhämtning av uppgifter, från professionell, om beteenden och vanor avseende skolfrånvaro"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om sådana beteenden och vanor avseende frånvaro från skolan utan giltig anledning, som kan medföra problem för elevens skolgång"	""	""	""
"VEP.AU.ZZ"	"VEP"	"Inhämtning av uppgifter, från annan, om beteenden och vanor avseende skolfrånvaro"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om sådana beteenden och vanor avseende frånvaro från skolan utan giltig anledning, som kan medföra problem för elevens skolgång"	""	""	""
"VEP.AV.ZZ"	"VEP"	"Uppföljande samtal om beteenden och vanor avseende skolfrånvaro"	"Samtal som görs för att följa upp - sådana beteenden och vanor avseende frånvaro från skolan utan giltig anledning, som kan medföra problem för elevens skolgång - i relation till mål och måluppfyllelse"	""	""	""
"VEP.PN.ZZ"	"VEP"	"Råd eller information om beteenden och vanor avseende skolfrånvaro"	"Aktivitet att ge råd eller information som uppmuntrar en förändring av sådana beteenden och vanor avseende frånvaro från skolan utan giltig anledning, som kan medföra problem för elevens skolgång"	""	""	""
"VEP.PU.ZZ"	"VEP"	"Stödjande samtal om beteenden och vanor avseende skolfrånvaro"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra svårigheter som uppstår genom det dagliga livets krav och individens beteende och vanor avseende frånvaro från skolan utan giltig anledning, som kan medföra problem för elevens skolgång"	""	""	""
"VEP.PV.ZZ"	"VEP"	"Behandlande samtal om beteenden och vanor avseende skolfrånvaro"	"Teori- och metodbaserad terapeutisk kommunikation (som inbegriper samtal, förståelse av information och annat kunskapsutbyte) i syfte att förändra eller öka förståelsen för individens egen situation för att åstadkomma en förändring av sådana beteenden och vanor avseende frånvaro från skolan utan giltig anledning, som kan medföra problem för elevens skolgång"	""	""	""
"VEP.RC.ZZ"	"VEP"	"Emotionellt stöd som rör beteende och vanor avseende skolfrånvaro"	"Aktivitet att känslomässigt stödja eller motivera individen i att förändra sådana beteenden och vanor avseende frånvaro från skolan utan giltig anledning, som kan medföra problem för elevens skolgång"	""	""	""
"VEP.SZ.ZZ"	"VEP"	"Stöd som rör beteende och vanor avseende skolfrånvaro"	"Ospecificerad individstödjande aktivitet i att förändra sådana beteenden och vanor avseende frånvaro från skolan utan giltig anledning, som kan medföra problem för elevens skolgång"	""	""	""
"WA-WZ"	""	"Aktiviteter gällande övrigt"	""	""	""	""
"WXA"	"WA-WZ"	"Psykisk hälsa"	""	""	""	""
"WXA.AM.ZZ"	"WXA"	"Observation av psykisk hälsa"	"Iakttagelser för att utreda eller följa upp psykisk hälsa"	""	""	""
"WXA.AS.ZZ"	"WXA"	"Utredande samtal om psykisk hälsa"	"Samtal som görs för att utreda psykisk hälsa"	""	""	""
"WXA.AT.ZZ"	"WXA"	"Inhämtning av uppgifter, från professionell, om psykisk hälsa"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om psykisk hälsa"	""	""	""
"WXA.AU.ZZ"	"WXA"	"Inhämtning av uppgifter, från annan, om psykisk hälsa"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om psykisk hälsa"	""	""	""
"WXB"	"WA-WZ"	"Fysisk hälsa"	""	""	""	""
"WXB.AM.ZZ"	"WXB"	"Observation av fysisk hälsa"	"Iakttagelser för att utreda eller följa upp fysisk hälsa"	""	""	""
"WXB.AS.ZZ"	"WXB"	"Utredande samtal om fysisk hälsa"	"Samtal som görs för att utreda fysisk hälsa"	""	""	""
"WXB.AT.ZZ"	"WXB"	"Inhämtning av uppgifter, från professionell, om fysisk hälsa"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om fysisk hälsa"	""	""	""
"WZZ"	"WA-WZ"	"Ospecificerad inriktning"	"Ospecificerad inriktning för aktiviteten"	""	""	""
"WZZ.AA.ZZ"	"WZZ"	"Bedömning, ospecificerad inriktning"	"Bedömning av hälsotillstånd, funktionstillstånd, omgivning, beteende, situation och behov av insatser och aktiviteter, grundat på insamlad information"	""	""	""
"WZZ.AC.ZZ"	"WZZ"	"Manualbaserat test eller samtal, ospecificerad inriktning"	"Manualbaserat test eller samtal för att utreda eller följa upp hälsotillstånd, funktionstillstånd, omgivning, beteende eller situation"	""	""	""
"WZZ.AM.ZZ"	"WZZ"	"Observation, ospecificerad inriktning"	"Iakttagelser för att utreda eller följa upp en persons hälsotillstånd, funktionstillstånd, omgivning, beteende eller situation"	""	""	""
"WZZ.AS.ZZ"	"WZZ"	"Utredande samtal, ospecificerad inriktning"	"Samtal som görs för att utreda en persons hälsotillstånd, funktionstillstånd, omgivning, beteende eller situation"	""	""	""
"WZZ.AT.ZZ"	"WZZ"	"Inhämta uppgifter från professionell aktör, ospecificerad inriktning"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om en persons hälsotillstånd, funktionstillstånd, omgivning, beteende eller situation"	""	""	""
"WZZ.AU.ZZ"	"WZZ"	"Inhämta uppgifter från annan, ospecificerad inriktning"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om en persons hälsotillstånd, funktionstillstånd, omgivning, beteende eller situation"	""	""	""
"WZZ.AV.ZZ"	"WZZ"	"Uppföljande samtal, ospecificerad inriktning"	"Samtal som görs för att följa upp en persons hälsotillstånd, funktionstillstånd, omgivning, beteende eller situation i relation till mål och måluppfyllelse"	""	""	""
"WZZ.AZ.ZZ"	"WZZ"	"Utredande aktivitet, annan specificerad och ospecificerad, ospecificerad inriktning"	"Aktivitet av utredande eller uppföljande karaktär som inte är specificerad i klassifikationen"	""	""	""
"WZZ.PH.ZZ"	"WZZ"	"Färdighetsträning, ospecificerad inriktning"	"Aktivitet att lära, förbättra eller utveckla färdigheter genom praktiska övningar i relevant miljö"	""	""	""
"WZZ.PM.ZZ"	"WZZ"	"Utbildning, ospecificerad inriktning"	"Aktivitet att ge strukturerad information på ett sätt som bidrar till ökad kunskap med betydelse för hälsa eller funktionstillstånd"	""	""	""
"WZZ.PN.ZZ"	"WZZ"	"Råd eller information, ospecificerad inriktning"	"Aktivitet att ge råd eller information som uppmuntrar en förändring av eller bibehållande av funktionstillstånd, omgivning, attityd eller beteende i relation till hälsa (eller risker)"	""	""	""
"WZZ.PU.ZZ"	"WZZ"	"Stödjande samtal, ospecificerad inriktning"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra svårigheter som uppstår genom det dagliga livets krav och individens aktuella funktionstillstånd"	""	""	""
"WZZ.PV.ZZ"	"WZZ"	"Behandlande samtal, ospecificerad inriktning"	"Teori- och metodbaserad terapeutisk kommunikation (som inbegriper samtal, förståelse av information och annat kunskapsutbyte) i syfte att förändra eller öka förståelsen för att åstadkomma en förändring av funktionstillstånd, attityd eller beteende i relation till hälsa"	""	""	""
"WZZ.RA.ZZ"	"WZZ"	"Kompensatoriskt stöd, ospecificerad inriktning"	"Aktivitet att utföra en uppgift åt individen, som inte kan utföra den själv"	""	""	""
"WZZ.RB.ZZ"	"WZZ"	"Praktiskt stöd, ospecificerad inriktning"	"Aktivitet att praktiskt stödja eller guida individen i aktiviteter eller till delaktighet"	""	""	""
"WZZ.RC.ZZ"	"WZZ"	"Emotionellt stöd, ospecificerad inriktning"	"Aktivitet att känslomässigt stödja eller motivera individen till aktiviteter och delaktighet"	""	""	""
"WZZ.RD.ZZ"	"WZZ"	"Tillhandahållande, ospecificerad inriktning"	"Aktivitet att tillhandahålla produkter (och tjänster) för att förbättra hälsa, funktionstillstånd eller omgivning"	""	""	""
"WZZ.SM.ZZ"	"WZZ"	"Hantering av utrustning eller omgivande miljö, ospecificerad inriktning"	"Justering eller modifiering av utrustning, hjälpmedel eller annan omgivande miljö"	""	""	""
"XA"	""	"Juridiskt administrativa aktiviteter"	""	""	""	""
"XAA"	"XA"	"Aktualisera och förhandsbedöma"	""	""	""	""
"XAA.04.00"	"XAA"	"Aktualisera genom ansökan"	"Ta emot en ansökan"	""	""	""
"XAA.04.05"	"XAA"	"Aktualisera genom ansökan om bistånd enligt SoL"	"Ta emot en ansökan om bistånd enligt SoL"	""	""	""
"XAA.04.15"	"XAA"	"Aktualisera genom ansökan om  insats enligt LSS"	"Ta emot en ansökan om insats enligt LSS"	""	""	""
"XAA.15.ZZ"	"XAA"	"Aktualisera genom begäran från annan myndighet"	"Ta emot en begäran från en annan myndighet om att lämna ett yttrande"	""	""	""
"XAA.20.ZZ"	"XAA"	"Aktualisera genom en anmälan"	"Ta emot en anmälan om en omständighet som kan föranleda en åtgärd av nämnden"	""	""	""
"XAA.25.ZZ"	"XAA"	"Aktualisera genom information på annat sätt"	"Få information på annat sätt än genom anmälan, ansökan eller begäran från enskild eller annan myndighet gällande en omständighet som kan föranleda en åtgärd av nämnden"	""	""	""
"XAA.30.ZZ"	"XAA"	"Ta emot återförvisat ärende"	"Ta emot domstolens upphävande av nämndens beslut"	""	""	""
"XAA.35.ZZ"	"XAA"	"Göra en förhandsbedömning"	"Bedöma om att inleda en utredning enligt 11 kap. SoL eller inte göra det"	""	""	""
"XAA.40.ZZ"	"XAA"	"Ställningstagande att inleda en utredning"	"Ställningstagande om att inleda en utredning enligt 11 kap. 1 § SoL"	""	"Besluta om att inleda utredning gällande barn eller unga (XAA.46.ZZ)"	""
"XAA.45.ZZ"	"XAA"	"Ställningstagande att inte inleda en utredning"	"Ställningstagande om att inte inleda en utredning enligt 11 kap. 1 § SoL"	""	"Besluta om att inte inleda utredning gällande barn eller unga (XAA.47.ZZ )"	""
